relpath	language	size_bytes	mtime_utc	sha256	purpose	inputs	outputs	deps/tools	notes
src/legacy/ubuntu/code/2025-02-10_samples_bwa_MF_loop/move_files_for_MF.sh	bash	1114	2025-02-10T12:25:51.773517+00:00	f15726d5017ada1687d8f61f78ef80391d3f52bb75a56dbdcae8954e772e80ec					
src/legacy/ubuntu/code/2025-02-10_samples_bwa_MF_loop/run_MF_loop.sh	bash	3403	2025-02-10T12:57:59.828470+00:00	0d84922009199337184caa646a5c0189b53e44b4b3bddd3dd750c65b5e5e68eb					
src/legacy/ubuntu/code/2025-02-10_samples_original_MF_loop/move_original_files_for_MF.sh	bash	2904	2025-02-10T14:47:00.460297+00:00	742ca5021aef4169574aee18ccdaa3d4e1a19fd51e024d3e23f629d8c24f6bcb					
src/legacy/ubuntu/code/2025-02-10_samples_original_MF_loop/run_MF_loop_original.sh	bash	3724	2025-02-10T14:56:15.569202+00:00	9fb7eb6f8afc4c64fe3e20cec8ff75b5d3fe94e9993781b9e9845a05f83f95e0					
src/legacy/ubuntu/code/2025-02-23_summarise_VCF_bwa/2025-02-23_summarise_VCF_bwa.sh	bash	2557	2025-02-23T16:30:20.185107+00:00	d363beb64347fa7d05ffb9e4a7ec4b393b1730304c9bc8c817d3377dbd482bad					
src/legacy/ubuntu/code/2025-03-15_bwa_force_call_dilutions/2025-03-15_bwa_force_call_dilutions.sh	bash	1982	2025-03-15T13:20:07.401207+00:00	eca00d2b8960ef29ddfdf75ee03283b99e3e61a60ea3e819d84e28b8465f47a0					
src/legacy/ubuntu/code/2025-03-15_bwa_force_call_dilutions/2025-03-15_bwa_force_call_dilutions_summarise.sh	bash	2884	2025-03-15T15:00:54.070725+00:00	bef1c62fc4b85fb5502f7e6210347c58373a8986cd1c7ab4833aa765cee522b7					
src/legacy/ubuntu/code/2025-03-15_original_force_call_dilutions/2025-03-15_original_force_call_dilutions.sh	bash	2201	2025-03-15T13:37:22.616147+00:00	781fbed735f0d8c2fc7cdcc237836bb78ee057a41898f8203757608f4b270072					
src/legacy/ubuntu/code/2025-03-15_original_force_call_dilutions/2025-03-15_original_force_call_dilutions_summarise.sh	bash	2960	2025-03-15T15:13:46.706173+00:00	cc0ae7fb136297389478df3076012773e9cc06b266a9a67f4c32d5578cbc317c					
src/legacy/ubuntu/code/2025-03-22_FilterMutectCalls/runFilterMutectCalls.sh	bash	626	2025-03-22T12:34:59.392984+00:00	5705205a4ed5344f88896026599bf657a226a87a2e41d52aac05ddf050fe5e2f					
src/legacy/ubuntu/code/2025-03-22_FilterMutectCalls/runFilterMutectCalls_loop.sh	bash	1062	2025-03-22T12:49:38.141212+00:00	6279dcb32b29e0e01cb9fa75599b153826fc116017ee5664ce9582c985fb161d					
src/legacy/ubuntu/code/2025-03-22_summarise_MF/summarise_MF_dilutions_bwa.sh	bash	2253	2025-03-29T13:24:23.864743+00:00	2352daf1f9e8c86ec78adb4451f3363e5ff7df0dd6d0e5503a9ce3df415d7fde					
src/legacy/ubuntu/code/2025-03-22_summarise_MF/summarise_MF_dilutions_original.sh	bash	2350	2025-03-29T13:18:21.906120+00:00	accbd4b1aadd51990b565436ecd999abbd34f7f837491042044c75ee849bbf32					
src/legacy/ubuntu/code/2025-03-29_summarise_MF_all_bwa/2025-03-29_summarise_MF_all_bwa.sh	bash	2495	2025-03-29T15:30:31.575782+00:00	edd12c0736ca4bfdd3376e296ee51c22481a020f123d5c544c71217d2720dcda					
src/legacy/ubuntu/code/2025-03-29_summarise_MF_all_bwa_files/2025-03-29_summarse_MF_all_bwa_files.sh	bash	5745	2025-03-29T15:38:23.009475+00:00	a9c1b728a9bc07b26bf4d590a717d6cfde5963345b9ed81c3c7ddbea189b8dc3					
src/legacy/ubuntu/code/2025-03-29_summarise_MF_files/2025-03-29_summarise_MF_files.sh	bash	5538	2025-03-29T14:34:09.832999+00:00	8f8bc2a359b78ce91f67f00299d3638df2349b673eef9a9cc55b79ddae7035e1					
src/legacy/ubuntu/code/2025-04-01_filtered_prnp_variants_VariantsToTable/VariantsToTable.sh	bash	947	2025-04-19T14:23:04.404484+00:00	68d76d526a529e26486861611d54f644a763b5c8241b553609b77de2d0d7d319					
src/legacy/ubuntu/code/2025-04-01_filtered_prnp_variants_VariantsToTable/old versions/1_extract_filtered_prnp_variants.sh	bash	1686	2025-04-13T14:22:22.589280+00:00	eecbce30eaa238b1ea5fd50b1f727c22f73f1ade68cba77bbda95bb0486a6a66					
src/legacy/ubuntu/code/2025-04-01_filtered_prnp_variants_VariantsToTable/old versions/run_VariantsToTable.sh	bash	1982	2025-04-05T19:54:47.633841+00:00	2c028ca47fa0947c1853501d146f2c5fa3b39d9f4c89bb9e2b6f184c712c4cbb					
src/legacy/ubuntu/code/2025-04-18_create_pon/1_merge_vcfs.sh	bash	1333	2025-04-18T15:25:05.412792+00:00	3c591fce1d228913b64ae2eddf5a8cdbaf831107246ce2e25a6e1d7b2f7b5104					
src/legacy/ubuntu/code/2025-04-18_create_pon/2_create_pon.sh	bash	1180	2025-04-18T15:51:35.570617+00:00	13691a8bc3cbd32ec9f7033e7eb8d9edee7313730dea1eca49beb5c3a44ea33b					
src/legacy/ubuntu/code/2026-01-31_quality_metrics/validate_manifest.sh	bash	3913	2026-01-31T21:39:50.147455+00:00	f1b1e6174f5c285e9859d90a5d194038086906b57704a921c7c35b378a597b91					
src/legacy/ubuntu/code/annotation_pipeline/1_annotation_preprocessing.sh	bash	2197	2025-04-12T10:53:08.284930+00:00	f4451280b38dcaf38ceffb69ea5e89d3999ecb6ae26e8c9f57fb0ddfafe951d6					
src/legacy/ubuntu/code/annotation_pipeline/1_annotation_preprocessing_QC.sh	bash	2037	2025-04-12T11:07:48.849122+00:00	50305fc320c53302af4ca95002d83fb7078516f51e7c1b86ad22619d771d1b22					
src/legacy/ubuntu/code/annotation_pipeline/2_funcotator.sh	bash	2071	2025-04-12T11:29:42.011756+00:00	c4f74b68cf99e1a4df1b5d7206408fe09bc7823e8fcbdba70abe243aec28c26d					
src/legacy/ubuntu/code/annotation_pipeline/2_funcotator_dilutions.sh	bash	1802	2025-04-12T14:50:16.393440+00:00	33826261aafba8b899eefbb6e483fa259415093c92331b438e639dbd99459604					
src/legacy/ubuntu/code/annotation_pipeline/2_funcotator_samples.sh	bash	1545	2025-04-12T19:18:15.788871+00:00	e38e1149c03c41dfa9501b062d889c1260c3a4b0b139a936b6bdda04ac51c6c3					
src/legacy/ubuntu/code/generate_mutation_VCF/find_D178N.sh	bash	1005	2024-03-06T14:24:08.294515+00:00	ea9941accbb36a0a94fed99e1d82a895ee46b8a5d589489f9a398153ad9b4326					
src/legacy/ubuntu/code/generate_mutation_VCF/find_E200K.sh	bash	975	2024-03-06T14:12:59.122332+00:00	c89c9dbfcb22119bf7e614c6139bf986b7951762fb17837ca492b55c110cc075					
src/legacy/ubuntu/code/generate_mutation_VCF/find_mutation_original.sh	bash	1629	2024-03-06T13:53:19.185991+00:00	fd5ab8ec26c80a083ac1df837c7e6aeb3a3d034e7b78504112e2935a327509f8					
src/legacy/ubuntu/code/mutect_bwa/2025-02-08_mutect_all_samples_bwa.sh	bash	1491	2025-02-08T10:45:01.752191+00:00	1f47adcdc4402fe323eb5436c6fd52f89df79d50c964c97201ca8425ac5617c6					
src/legacy/ubuntu/code/mutect_bwa/2025-02-08_mutect_dilutions_bwa.sh	bash	2020	2025-02-08T10:50:29.650548+00:00	48b533687ddd2209705bf7c2e0fdd040a4b7b52b8ce62d737a12de7fd804ae43					
src/legacy/ubuntu/code/mutect_bwa/runMutect2_samples_bwa_continue.sh	bash	1363	2025-02-08T17:00:44.333854+00:00	9eae65a399e9c5e477683a9b1c3242bf0f7eb9bf68214e73c7c197053229d729					
src/legacy/ubuntu/code/mutect_bwa/run_all_mutect_bwa.sh	bash	612	2025-02-08T10:45:30.448115+00:00	ec6cf5f4377b4c04e9cf811e0825d00307a6f49aa9f771f41bb38d9854fd60df					
src/legacy/ubuntu/code/mutect_force_variant/2024-03-08_M129V_loop.sh	bash	905	2024-03-08T17:05:30.898762+00:00	d51921416b88fdf3e8f92ecf7f48c9fa1e238012dd9cdc4c82e49632f902877d					
src/legacy/ubuntu/code/mutect_force_variant/2024-03-08_find_D178N.sh	bash	1061	2024-03-08T15:10:58.793912+00:00	37a95a1b148f2c130822256089e8ec0b0a7488c6452f4c7d9129d4b1a51dd0d1					
src/legacy/ubuntu/code/mutect_force_variant/2024-03-08_find_M129V.sh	bash	871	2024-03-08T15:48:26.919683+00:00	8ba7b284ec03e7c6633b7eb754b72597c1ce5ed1a69824a46152d0caa343a8ca					
src/legacy/ubuntu/code/mutect_force_variant/2024-10-13_replicate_E200K.sh	bash	756	2024-10-13T12:56:29.560506+00:00	f50da7b9068f28f0fb65a00c84bcbc6b61d756617d22dbd62b38347cda56ab56					
src/legacy/ubuntu/code/mutect_force_variant/D178N_test.sh	bash	956	2024-03-10T17:21:36.509048+00:00	fdd891bdebcd266efc4754e7a1deebe14fcf6981359f2000854ec83660efb775					
src/legacy/ubuntu/code/mutect_force_variant/E200K_test.sh	bash	963	2024-03-10T17:01:23.079215+00:00	8cc626bf1c13b3636f2ffc54a5a35807169952440dc36a13aeff9c6be96d0976					
src/legacy/ubuntu/code/mutect_force_variant/find_D178N_loop.sh	bash	927	2024-03-06T16:11:24.118621+00:00	bf13fd20b8aa8c7e1883f25427b926e98206b9194bc248fc3759f8fb863b63ef					
src/legacy/ubuntu/code/mutect_force_variant/find_E200K_loop.sh	bash	770	2024-03-10T14:21:49.864168+00:00	852ce466cdc16691423ef9fc02b56b2dc7c1765128ed10a656c3162e4c7af57c					
src/legacy/ubuntu/code/mutect_force_variant/find_E200K_new.sh	bash	934	2024-03-04T15:58:00.067464+00:00	15e4b953f9ef4c431c1149a3b8e910523f89c841b79cb3b5ecc721160170d87a					
src/legacy/ubuntu/code/mutect_initial_analysis/runMutect.sh	bash	898	2024-01-14T17:58:43.321346+00:00	9ada0b8269afdfd7f0148d247e32137119efa4a77ca5f8e2ba9210c36344cf67					
src/legacy/ubuntu/code/mutect_initial_analysis/runMutect_loop.sh	bash	1872	2024-01-14T18:00:42.168266+00:00	165859dce5a7432805ae9b4cf1c00093bf92323cf26df8472e43d7ccb43a2f44					
src/legacy/ubuntu/code/mutect_with_pon/PoN_creation/1_merge_vcfs.sh	bash	1535	2025-05-04T16:14:07.514663+00:00	8a741c92ad3672b3d440a79ba2fa55a081f853f3a082a161b8d33f87c6a20826					
src/legacy/ubuntu/code/mutect_with_pon/PoN_creation/2_create_pon.sh	bash	1275	2025-05-04T16:11:49.107628+00:00	7d4b804462ccea789a99fa6dd5c937080270abed74763cdbdb773485738730fa					
src/legacy/ubuntu/code/mutect_with_pon/VariantsToTable_withPoN.sh	bash	1818	2025-05-10T14:12:14.676248+00:00	cbf7db1b8b4801b9f10e4be23c504970f33bd5de83735f4840167e07593d73a6					
src/legacy/ubuntu/code/mutect_with_pon/mutect_pon_pipeline.sh	bash	6293	2025-05-04T18:11:57.052135+00:00	3deb82a4d8011eaa5d9320772ab8940b3a9488ce829cebb10fd65ae11efcfc47					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/1_mutect2_cjd_with_pon.sh	bash	2232	2025-04-18T16:33:32.908123+00:00	4ffafcf540be88375e006952ff171338d6faf973f39b100d9020164c16bb7318					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/2_learn_orientation_model.sh	bash	1343	2025-04-18T18:27:01.829269+00:00	16e447479ca7ea973755e2db185d2983e8b66f5aede19b2832d85fd9aee7f3dd					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/3_FilterMutectCalls.sh	bash	2056	2025-04-18T18:46:44.606421+00:00	5f3b70cea6082f6598daeb6c69bbdb49668712717dd3876010c84064e7d28981					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/4_normalise_vcfs.sh	bash	1672	2025-04-18T18:50:37.928430+00:00	ff11e8375890efd677e08f4d2bd8b8260a656515eb8557c7e442902103faf856					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/5_funcotator.sh	bash	1966	2025-04-18T19:28:05.040135+00:00	0b6dd811af716d4a4fa8ab4826e50fac597319c7e455b4a302d8bd035b790ccf					
src/legacy/ubuntu/code/mutect_with_pon/old_pipeline_version/6_bcftools_gnomAD.sh	bash	719	2025-04-21T10:16:44.652152+00:00	0c7161a0715ef0cd83427e18e834574fec09eb68b1f50993d5d6771a2269e951					
src/legacy/ubuntu/code/mutect_with_pon/readcount_to_TSV_CJD.py	python	2895	2025-05-10T13:18:24.313133+00:00	e708ca45412ae03e513fd15e0620f2af310a3b3d54b34ee173c5aee75fbe346b					
src/legacy/ubuntu/code/mutect_with_pon/readcounts_QC_pipeline_CJD.sh	bash	2959	2025-05-10T13:13:25.126544+00:00	db3b62eec60d515d3984b66baeb0fbd1cc62225092d332776b0aa1df22a16ead					
src/legacy/ubuntu/code/mutect_with_pon/run_both.sh	bash	631	2025-05-04T21:06:31.176278+00:00	1607754b6f4c5f3f80ee6afc19fb974c8514e4a984f357b4f2ece3d69fb12212					
src/legacy/ubuntu/code/mutect_without_pon/VariantsToTable_noPoN.sh	bash	2095	2025-05-01T13:44:15.824448+00:00	43ca04d58b6b7b2e189bd774c0dc91a89582ef86db6f2e8d31c0b2cf661c0a64					
src/legacy/ubuntu/code/mutect_without_pon/backup/VariantsToTable_noPoN_without_dils.sh	bash	1321	2025-05-01T13:29:40.808831+00:00	c2a050b656ccf06b89d3e92ef53a1edfc903e98c45dd453a146511f3e8c7c307					
src/legacy/ubuntu/code/mutect_without_pon/backup/run_no_pon_pipeline.sh	bash	6941	2025-04-30T21:33:20.267637+00:00	771b7e28dc99c4e1050975d6ff714a00b12fa7b061dc86977ddcb272f7592a75					
src/legacy/ubuntu/code/mutect_without_pon/bcftools_gnomAD.sh	bash	727	2025-04-21T10:26:09.154606+00:00	a6b1f746eab3cd16d48d809d22a2315eae7169d110bafa88a657d0a58d146823					
src/legacy/ubuntu/code/mutect_without_pon/readcount_QC_pipeline.sh	bash	3633	2025-05-02T12:59:21.803474+00:00	321cfed9aa1bf47630ec6bd1258e28ef1c5856ae4b33d7ca88831b9ff4c27635					
src/legacy/ubuntu/code/mutect_without_pon/readcount_dataframe.R	r	3857	2025-05-02T09:41:40.783390+00:00	0a8121d46a7781a9251d417a1e0cc998052dc835694518030bc1e817ba048602					
src/legacy/ubuntu/code/mutect_without_pon/readcount_to_TSV.py	python	3967	2025-05-02T08:53:41.861563+00:00	019ed225641fc1ec9a2a6daadd05b5ee3f29b28ff8ba17e6554c384faddcf50a					
src/legacy/ubuntu/code/mutect_without_pon/run_no_pon_pipeline.sh	bash	7297	2025-05-02T12:59:14.411453+00:00	cbcd1732c3307bb21deb783f9a82ce548162b887cb5f5bb3a38459b331fe357f					
src/legacy/ubuntu/code/old_code/2024-03-08_bcftoolsmpileup_test.sh	bash	1915	2024-03-08T11:59:31.391000+00:00	112dfcfb559a3be8971ab0b20a5bb7b288c0422b1aebb242fa6eb0638b7f600e					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_dilutions/flagstat.sh	bash	306	2025-02-08T13:45:29.275621+00:00	3a59ee169accc18ca3f3ba2b5c72dca69b5de23a1d314a8adac1db91c83507a3					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_dilutions/flagstat_dilutions_bwa.sh	bash	1237	2025-02-08T13:58:06.130200+00:00	81dfe324abc66bf57a84babcab0002367e258367a8e17733544e8dddedcc6cf1					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_dilutions/flagstat_dilutions_orig.sh	bash	1401	2025-02-08T14:24:06.734881+00:00	ec3279b6f8bb9c244721e01e69e48e20a1a6b89563039604cd7da90037637f8c					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_dilutions/parse_flagstat.awk	awk	2810	2025-02-08T14:36:41.644522+00:00	af70519d145f62b49fadee75213f0c0673b4baabdcc934993e27db5841f369e9					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_dilutions/run_parse_flagstat.sh	bash	193	2025-02-08T14:44:12.589479+00:00	bdd8437985dd96b48a812682383c258a6fe28bad4e3757df651bdc066ddc16b8					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_samples/flagstat_samples_bwa.sh	bash	2439	2025-02-08T15:12:46.423155+00:00	f76e800e4c76f2f9bf8a51e15f8852e265e671243e41b5319b18830f7904c55a					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_samples/flagstat_samples_orig.sh	bash	1625	2025-02-08T15:36:24.497456+00:00	499725dd9fb0ba1af5a7fe832719b0f6e01261f469553d37484cc5aca87854b9					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_samples/parse_flagstat_all.awk	awk	2922	2025-02-09T12:02:18.715983+00:00	7f797eec009e4971319fb551984b35ceae33414ec7b370fddf3c9c8616fe5c25					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-08_flagstat_samples/run_parse_flatstat_all.sh	bash	194	2025-02-08T15:45:24.935346+00:00	0d3287aa04b5e300f73d97d8ed2497a6ca56b5076fe99768465c3412e38bd912					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-09_fastQC_all_samples/run_FastQC_comparison.sh	bash	3761	2025-02-09T13:44:59.647784+00:00	a221af6ab59b107f5efade3b64b930e04e7e7a489ae30791510c2957ea871307					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-09_fastQC_all_samples/run_multiqc_reports.sh	bash	1608	2025-02-09T14:23:32.077999+00:00	d871ed2fa645aa94957a592a85ef41240604223dde873ccaea8905f0740a07b7					
src/legacy/ubuntu/code/pipeline_comparison/2025-02-09_fastQC_all_samples/test_file_discovery.sh	bash	1328	2025-02-09T13:26:49.643506+00:00	0e82c8a8cc8a4786c44c1e9cec1ea186e9e1119fda8951bd76f5fb8672469637					
src/legacy/ubuntu/code/pipeline_v1.sh	bash	3024	2024-10-21T19:12:22.190536+00:00	73fdbb68f93d8544fd149ea1aa3248e77a350e5b33b2ec0d2a4e293cbc0bce6f					
src/legacy/ubuntu/code/runFilterMutectCalls.sh	bash	761	2024-01-11T10:19:25.807269+00:00	a61c60abc79e816931e6bd417866df3c2ba7fe072063958c11f380eb9ebe9ed6					
src/legacy/ubuntu/code/runFilterMutectCalls_loop.sh	bash	2110	2024-01-11T10:17:50.713628+00:00	ffc78bd30a3515b454903ce922550984a827a391691c8cb162dfeb1e37b578e2					
src/legacy/ubuntu/code/runbwa.sh	bash	461	2024-01-07T22:05:12.303029+00:00	125e217b1024664d210008d53de2c77567fc8cdebe35686cc14ea5acd40f6816					
src/legacy/windows/2023-11-03_test_pipeline/test.sh	bash	1665	2026-02-22T14:03:07.442952+00:00	aafc554148904528c542cd595f2e17500c7bd8e4488e97760393656f56ef44b7					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/_virtualenv.py	python	4431	2026-02-22T14:03:06.414958+00:00	e642cea2af9e4fb4dabe01359bfe55f3f1a237f5935f2d79d4b8e7fad3d9c4cb					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/__init__.py	python	357	2026-02-22T14:03:06.174959+00:00	8442d61f750dda29419ed7336e7d4124e233244a2213cc3d1fe82c4794deb849					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/__main__.py	python	854	2026-02-22T14:03:06.186959+00:00	5b36e11d74db484ea0058d7d98d37d9b8b39a3fdfae4b3af4d84a0aa06dd0611					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/__pip-runner__.py	python	1444	2026-02-22T14:03:06.206959+00:00	127adf2a628ccd601daa0fc989c2c238ff58f79531ef31e1e0e6efa8bb50723a					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/__init__.py	python	573	2026-02-22T14:02:58.534998+00:00	9e7142bb1acf32000bac80f14a8cbe1fa663e16e1463ad03fae2f5689caad297					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/build_env.py	python	10243	2026-02-22T14:02:55.707012+00:00	d444a9ab0d22ba94bf2bba6164ae73b21544e42cf2f41b462c55385ba127bdaf					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/cache.py	python	10429	2026-02-22T14:02:55.719012+00:00	a4cca2d67da77dda3bc732d586674ebc8cb520db76ec76ea849363eef31c5a52					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/cli/__init__.py	python	132	2026-02-22T14:02:55.899011+00:00	1641c1829c716fefe077aaf51639cd85f30ecc0518c97a17289e9a6e28df7055					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/cli/autocompletion.py	python	6676	2026-02-22T14:02:55.743012+00:00	c18d893d96361238b5be147b6d5a3ec8204f27d2c2cba3fcd223808590f5562f					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/cli/base_command.py	python	8726	2026-02-22T14:02:55.755012+00:00	002514a96919314d8ed699944a97c15777f06f7e89cf34c71ab6ca5f26f97fbe					
src/legacy/windows/2024-03-03_python_VCF/pythonProject/.venv/Lib/site-packages/pip/_internal/cli/cmdoptions.py	python	30030	2026-02-22T14:02:55.775012+00:00	d1b5e12aeb69a592c18002f9e222b7b53ae3f894556d407933fda91efff09ca9					
